user_id,rollcall_score,class_activity,discipline,total_quizzes_avg
10555,12,11.76,9.23,9.63
9815,11,12.29,12.46,5.56
17505,14,11.99,14.89,9.99
16975,5,7.13,14.31,6.65
14536,6,13.48,10.25,11.65
7361,14,13.32,9.73,11.61
13605,5,5.35,7.71,9.84
17534,12,12.66,13.08,14.86
6336,9,10.71,12.04,9.4
16262,14,5.24,11.32,8.45
2024,11,8.37,14.51,8.68
16721,14,14.24,11.67,7.7
5761,5,5.24,7.46,5.44
13795,8,14.6,9.09,13.98
17334,13,12.12,11.58,12.09
5925,15,11.56,5.2,10.02
1495,8,11.62,13.99,6.58
8592,13,8.61,10.6,10.18
15134,15,8.95,6.05,10.36
12496,9,14.22,8.79,9.02
10021,13,8.25,14.67,13.96
4023,13,6.05,9.27,6.08
12996,6,7.09,13.57,14.95
7297,8,9.68,11.95,9.77
18337,9,5.17,5.2,9.8
2376,15,6.85,14.83,11.17
8871,7,10.28,14.79,12.54
19472,13,6.37,7.5,9.73
13019,9,5.1,10.05,12.66
4925,12,12.17,10.5,9.46
8899,12,9.06,10.87,7.28
12325,12,12.96,12.29,5.64
15603,9,9.35,9.65,12.99
15427,9,5.14,13.86,11.47
15063,13,13.64,9.55,5.6
7591,6,5.03,14.28,13.21
1144,10,8.45,10.19,11.1
13969,12,9.9,11.53,13.75
11734,15,12.1,11.42,6.1
4616,5,6.83,6.43,6.93
428,11,8.22,10.38,7.77
1734,15,14.88,7.74,11.74
6792,14,11.77,13.84,7.08
6228,12,7.63,6.64,10.21
2652,7,11.63,12.65,7.29
6767,8,5.95,12.74,12.43
10710,13,12.52,8.6,12.77
3717,13,7.62,8.29,7.33
6324,8,7.14,9.17,12.8
13852,11,12.72,12.32,8.18
13350,15,12.64,10.28,12.79
11091,5,12.89,12.03,10.3
17311,7,6.42,11.78,5.18
15848,5,9.44,10.42,11.92
214,8,9.88,7.51,6.59
50,15,7.51,9.7,14.6
10350,14,7.97,6.09,5.33
12483,12,5.58,14.27,14.79
11616,6,8.94,11.25,6.53
14108,13,13.16,7.49,11.11
19178,8,8.78,6.03,5.95
12145,5,14.78,10.43,6.57
11737,8,7.87,10.12,12.26
16428,7,6.9,14.73,13.5
8543,9,7.48,9.52,9.83
6868,11,7.39,7.17,13.42
19677,15,12.41,10.42,13.52
11949,9,13.42,7.25,13.23
5390,9,11.36,12.45,12.44
14170,7,10.74,8.83,13.78
6223,11,13.85,7.67,13.8
16535,8,14.65,13.36,13.06
15106,9,6.21,12.72,5.4
1285,11,6.19,10.21,6.49
9460,10,11.19,11.78,5.61
9251,8,9.87,5.17,6.1
7857,14,5.31,7.07,9.06
16050,7,10.4,12.15,6.91
6141,13,7.78,5.28,6.36
2025,6,5.89,8.92,8.39
17362,9,12.58,12.73,10.39
9353,7,12.21,14.66,9.86
7966,5,11.67,10.83,5.46
6668,5,13.91,10.08,10.01
16405,14,11.03,8.69,11.45
11589,7,7.02,10.77,13.72
14047,8,6.63,13.76,12.04
17470,6,9.56,14.95,7.43
10372,10,6.7,7.33,10.06
15937,13,12.31,9.21,14.16
8605,7,10.87,5.35,13.24
8509,7,8.94,6.39,10.78
4130,10,11.84,8.81,11.67
14471,11,9.39,7.4,10.79
4532,14,11.04,5.18,12.61
9795,5,14.84,12.22,12.11
1817,7,13.98,5.76,10.26
11520,14,11.81,7.8,5.79
17687,6,5.9,11.49,7.53
6401,12,11.94,6.21,6.29
11924,13,9.15,5.68,6.2
4488,7,13.39,5.11,7.82
9407,15,11.19,11.07,13.99
7252,10,9.59,14.99,14.47
16867,13,9.6,5.28,5.5
11062,9,9.53,7.11,12.58
18736,5,14.05,7.48,6.62
10888,6,5.72,7.94,12.0
15936,12,12.75,11.84,8.41
233,7,13.98,11.0,9.69
5330,5,5.48,10.03,7.47
7720,6,6.29,14.6,7.52
8255,9,5.73,12.03,8.76
13891,5,11.84,10.34,8.34
13688,11,10.45,10.48,7.14
2018,15,5.19,11.78,13.6
17554,9,12.81,9.3,5.44
19871,14,6.39,11.43,13.46
1947,10,14.4,6.09,8.69
10568,15,11.21,11.42,14.41
14478,12,7.38,11.99,8.61
15534,8,11.96,5.83,10.29
14106,8,7.51,11.47,5.4
6119,13,6.67,14.84,12.77
2081,6,12.12,7.69,5.02
9523,15,6.83,12.9,6.27
8547,10,8.63,13.33,9.69
8340,6,10.77,12.8,13.66
12702,13,8.12,14.94,14.32
12982,10,5.58,13.2,13.25
14373,10,14.33,5.73,7.77
3550,11,7.58,9.73,6.11
13813,14,9.14,14.77,8.37
3441,5,13.44,6.01,10.62
6409,8,12.16,13.75,5.65
2153,11,7.81,8.3,9.44
1739,15,11.7,10.48,12.37
17253,10,9.31,6.94,12.45
244,11,10.03,12.53,8.13
12856,13,14.87,11.61,7.72
17492,13,5.84,5.5,11.45
4083,6,13.23,8.53,13.15
2460,11,8.48,10.59,10.36
212,15,11.24,6.58,11.42
4687,13,14.8,9.94,10.25
9561,5,5.46,6.2,8.66
9828,6,5.22,5.92,7.9
18874,14,10.96,8.18,12.9
13836,10,9.91,13.55,10.23
779,10,7.94,12.63,8.63
8349,12,10.67,13.87,7.75
7940,8,5.17,12.82,14.11
14357,13,13.25,6.65,12.98
8702,10,10.34,12.32,10.56
5567,7,10.25,11.36,9.26
6078,15,11.78,10.51,6.2
12666,11,7.15,13.89,13.39
7525,10,6.65,12.61,8.13
6569,6,13.27,8.15,9.05
14871,13,12.09,14.08,14.96
10431,8,13.52,7.65,8.12
4449,8,9.91,5.96,9.94
17358,6,13.14,5.38,11.67
2119,15,12.82,9.33,12.51
14460,5,10.62,12.88,14.34
13499,11,11.15,13.88,11.19
3739,5,11.3,8.35,14.38
4215,14,14.63,6.73,9.81
8045,10,6.97,14.93,8.13
9183,12,8.26,5.65,11.44
6167,8,14.67,13.7,9.27
4392,8,6.86,5.66,13.64
2987,14,9.39,9.88,5.24
13671,14,9.15,8.08,8.45
3126,7,6.79,11.64,8.98
13563,8,14.76,7.8,13.82
6982,6,6.26,9.73,8.88
14348,14,10.19,5.83,5.67
17857,7,7.71,8.64,6.55
105,9,10.46,9.76,5.15
16414,13,11.13,5.54,14.52
19441,15,13.42,13.79,5.31
18380,15,8.66,12.54,7.08
12989,9,13.92,12.38,11.4
11200,9,14.64,11.41,6.6
16587,12,6.9,11.48,8.13
1772,5,11.93,10.46,14.83
13828,8,7.24,14.01,11.4
2169,6,13.25,13.57,11.92
1285,5,6.87,13.05,7.92
7956,10,12.3,8.35,13.17
8471,13,8.53,5.83,11.46
17498,9,8.76,5.71,6.75
7553,10,10.19,8.78,13.5
8001,10,6.72,5.19,8.74
17481,7,12.46,8.73,13.19
13208,5,7.48,8.5,9.67
11601,15,14.34,11.62,9.2
18606,7,13.29,14.45,9.55
680,7,6.42,10.17,5.22
15481,14,8.62,7.46,10.04
145,12,7.63,5.68,12.92
786,11,13.7,14.72,5.22
17553,11,13.16,7.11,9.18
2856,12,7.69,6.54,12.81
4129,6,11.69,11.88,13.63
152,8,12.26,7.7,7.45
1965,15,9.64,6.69,6.36
3989,5,12.45,11.58,12.68
18316,14,5.03,11.39,10.89
7515,14,11.39,5.73,11.62
4896,7,14.47,11.62,6.22
7198,8,8.99,12.52,7.58
3434,5,7.19,6.61,9.15
3951,15,10.98,8.29,10.41
5173,15,6.06,7.65,5.33
2474,12,9.17,12.69,10.72
10072,5,9.03,6.42,13.98
1535,13,11.09,8.7,5.77
15687,10,10.83,14.34,7.13
5721,5,11.24,8.86,11.02
1446,9,13.92,5.7,8.48
19903,13,6.63,8.83,9.98
18954,10,10.88,10.47,5.75
10021,9,6.83,14.7,9.06
9049,13,9.57,14.77,12.64
16541,8,10.05,9.83,5.83
824,5,14.59,5.82,5.38
2246,14,5.4,10.34,13.4
11422,10,9.61,5.06,11.03
8524,7,10.78,13.71,12.16
16092,14,12.55,13.9,10.78
18812,7,12.77,10.87,12.71
4106,5,7.03,6.86,14.66
19177,13,12.94,6.17,5.19
526,9,13.22,9.04,5.01
4513,8,14.05,13.98,5.73
4618,15,13.16,5.96,5.12
9477,12,10.52,8.4,10.9
5185,15,10.2,11.04,12.64
1263,6,8.78,14.76,9.16
15929,11,13.03,13.29,7.52
5504,11,11.95,7.61,9.37
8683,12,5.62,6.2,11.18
14584,10,6.64,8.27,12.96
14527,14,10.27,14.48,8.25
7897,8,10.68,6.43,5.74
19191,5,7.73,7.7,10.36
7156,8,5.76,8.53,6.1
12975,9,7.5,12.74,6.09
12985,12,10.25,8.84,9.21
17365,15,6.09,9.47,11.44
11939,11,14.85,7.39,7.09
8547,8,11.62,5.27,12.94
10499,7,11.3,10.54,12.65
9580,5,11.86,7.08,9.78
4731,13,13.71,8.4,11.3
18694,13,12.5,5.96,14.78
14421,14,12.88,12.45,5.61
18668,12,7.29,14.02,10.73
18172,11,12.47,7.27,13.96
8695,11,13.56,12.36,14.02
5902,12,6.01,13.25,5.49
9511,9,11.59,11.07,9.97
18214,10,6.41,11.84,14.04
12452,13,14.49,13.9,11.91
9027,15,9.55,5.68,8.16
3872,6,10.0,5.26,7.7
17974,13,9.51,7.3,10.07
5056,9,9.57,10.6,14.07
12542,6,11.51,7.48,5.16
82,13,10.73,9.01,5.49
1580,10,12.94,14.63,8.71
15852,15,9.37,6.82,9.93
1513,6,6.63,6.63,8.3
8107,6,14.72,6.58,13.92
5186,10,14.84,11.57,12.55
12369,8,12.75,7.56,6.56
14503,6,14.82,12.7,9.35
355,14,7.26,11.88,7.72
10473,8,9.01,11.91,12.96
4780,9,13.15,10.8,5.38
19778,15,6.76,5.05,11.17
18891,9,14.72,7.34,8.94
11748,14,5.95,7.37,10.95
12295,13,6.85,5.16,13.54
3765,15,12.01,8.65,10.28
11747,7,6.65,12.33,8.08
3604,8,11.04,9.89,9.29
6779,8,6.05,8.87,13.22
18232,9,10.09,11.82,11.46
15331,15,14.29,9.25,7.81
1881,5,11.78,11.83,10.26
19793,13,9.04,14.89,5.06
5439,5,9.41,14.38,5.61
16328,13,9.07,13.4,5.8
10552,5,5.26,13.62,10.7
142,15,8.44,7.67,8.5
1949,13,10.66,11.12,11.38
11726,11,12.34,12.81,11.53
2105,8,8.36,14.09,8.74
4246,14,6.89,7.43,7.42
6520,12,9.11,11.13,10.43
8910,14,11.3,8.44,6.5
10121,8,11.22,14.94,13.7
14061,9,8.9,13.71,8.39
10663,14,6.34,8.13,12.45
17941,10,9.26,5.65,13.23
9445,8,11.94,6.8,13.75
6279,8,11.65,8.12,14.82
17104,7,6.13,10.8,14.24
2665,5,6.5,12.29,8.35
3682,15,14.63,11.11,11.59
11620,14,6.78,12.77,13.39
14650,5,14.16,12.74,11.41
18703,9,7.38,7.48,7.85
12645,8,13.56,8.13,10.66
3642,5,11.05,6.59,13.36
8954,8,6.24,13.35,5.23
8237,8,5.12,13.72,8.77
6373,6,8.92,7.86,5.56
5135,5,5.94,13.2,9.41
301,5,8.31,7.53,11.58
19821,13,7.22,14.4,13.74
12487,6,11.18,14.68,8.36
10565,12,12.5,13.72,8.2
13189,10,13.6,8.1,8.0
1343,7,12.07,10.08,10.74
7961,14,11.22,6.91,9.96
8203,12,5.78,7.75,12.1
12499,5,5.69,11.59,8.37
10664,8,12.55,8.57,9.32
1482,12,8.17,7.61,10.48
18612,6,11.51,9.32,6.77
3104,9,13.19,12.49,12.51
2496,6,7.5,14.56,6.53
15217,5,5.98,8.26,8.77
4058,8,9.89,8.8,8.18
322,8,14.21,11.94,13.47
4403,13,14.93,8.67,8.52
10152,9,12.47,11.69,14.88
6597,14,5.76,9.29,13.03
6621,5,5.82,13.71,12.95
9891,7,11.96,13.73,13.02
9582,6,10.79,13.37,7.86
12453,10,7.1,12.82,13.68
14994,12,10.54,14.03,6.72
9024,8,10.3,7.85,5.91
18153,11,6.38,12.26,14.3
18747,5,8.04,5.72,6.14
1067,10,14.09,7.91,5.87
10209,10,8.1,13.14,5.58
9906,6,8.3,8.86,13.28
729,12,5.52,11.01,13.11
8889,7,13.07,11.42,7.74
8678,6,13.55,5.33,14.64
760,11,6.05,12.09,8.65
10003,15,5.1,12.36,10.16
10321,10,8.83,13.94,7.12
13716,8,8.84,10.81,11.23
3815,7,5.02,9.34,5.23
14634,5,8.99,7.26,5.16
12464,7,5.66,6.04,14.7
19438,8,6.48,8.22,9.09
7047,14,8.71,14.81,13.84
4397,15,9.18,11.52,6.78
13031,12,10.49,9.68,12.44
13564,15,6.67,14.57,14.79
4199,8,10.36,8.06,14.88
9627,11,13.43,5.37,5.25
11988,6,12.13,9.73,12.87
11633,7,5.8,7.15,14.44
11291,6,5.73,13.3,12.91
6505,14,11.08,13.11,7.42
19270,8,10.75,13.65,9.23
6896,12,9.74,8.5,11.88
13841,11,13.0,13.1,11.63
17781,10,8.86,6.72,13.48
16174,14,14.08,11.61,13.93
3406,12,10.93,9.64,8.26
5923,14,10.94,9.56,9.59
12894,15,9.74,6.46,5.1
3160,10,8.75,13.22,11.46
12601,14,9.08,14.14,5.03
11114,14,11.64,9.58,7.49
17441,14,11.63,11.49,9.91
208,13,14.22,13.96,8.43
15278,9,6.61,14.1,5.02
2981,15,14.38,6.92,7.83
18066,6,8.68,9.53,11.34
18047,12,12.26,14.97,9.97
17838,12,13.11,13.31,7.02
16398,14,8.6,7.42,9.97
13628,8,5.55,15.0,14.97
10609,10,11.99,7.31,9.77
14701,8,7.98,5.24,5.85
4442,7,10.98,12.47,14.78
7764,11,11.25,12.13,13.66
1982,5,9.1,13.03,10.24
3898,11,14.82,5.21,8.7
2161,5,10.95,6.44,13.5
5916,5,5.36,12.01,6.37
7767,11,14.75,9.91,11.62
10348,10,8.33,13.8,13.84
15562,13,13.6,12.28,13.9
18436,7,5.58,6.39,13.02
19710,15,7.91,6.7,13.04
6124,7,9.75,11.21,10.98
17141,7,14.54,5.2,10.84
18605,6,12.91,8.02,9.25
19859,8,6.51,11.11,14.23
4989,15,6.34,10.13,8.29
10604,13,11.23,13.1,9.01
14911,8,12.87,13.77,14.04
11514,7,13.77,13.49,13.39
18014,6,6.42,9.52,6.73
8409,13,6.52,7.8,12.55
16119,12,7.32,12.28,5.45
19934,13,6.25,14.08,11.15
19165,13,7.81,7.34,14.4
4730,10,8.52,6.8,6.41
14283,15,7.01,8.56,10.86
11476,11,12.13,5.81,11.44
8026,7,5.04,9.55,10.12
19187,14,8.27,6.6,7.43
4183,10,14.6,6.28,13.39
1264,7,13.66,9.95,14.16
7718,13,13.94,14.0,8.98
14507,15,7.64,12.42,8.53
8353,12,8.74,7.95,6.61
7714,5,12.35,14.69,12.42
1098,10,12.4,5.82,14.75
6358,15,14.44,6.27,12.54
11714,10,7.65,14.63,8.92
7701,10,14.2,14.91,9.34
16301,14,8.74,9.27,12.09
18879,13,7.78,5.36,14.95
6153,12,6.09,6.05,12.11
4416,5,8.67,14.27,7.0
4827,5,12.17,8.99,11.88
8385,9,8.01,12.24,10.72
13311,7,12.57,13.25,10.78
9992,14,14.62,9.63,7.57
5040,13,6.6,5.93,8.45
15232,15,7.72,12.01,8.09
11859,5,11.24,10.4,8.46
110,10,8.58,6.37,5.07
6110,10,10.21,14.03,7.25
937,9,9.66,14.46,8.57
18106,8,5.7,12.51,6.76
7109,12,6.54,14.97,14.83
8691,15,6.25,14.12,14.32
10643,12,11.59,5.28,12.64
16868,9,7.26,14.53,8.17
11331,10,12.29,8.2,13.63
4817,10,8.06,8.86,14.07
19862,10,14.52,14.57,12.65
10947,5,10.69,8.42,7.52
9854,7,10.64,11.57,5.52
18808,9,11.65,5.24,10.67
5181,6,9.41,9.45,11.4
18689,9,10.29,7.69,13.82
9605,9,13.91,5.74,14.26
9256,5,9.49,10.37,13.64
2109,15,10.96,13.96,8.44
16802,5,6.55,12.18,6.03
691,13,6.25,7.6,14.28
4560,9,5.4,10.28,7.48
13029,5,8.96,8.73,6.84
18128,15,11.44,9.12,8.58
15303,10,11.81,9.72,14.14
15481,13,13.7,12.69,12.66
6197,6,8.71,14.37,10.69
15584,5,10.74,8.0,5.05
13474,7,6.52,8.25,6.59
3841,9,13.16,13.23,13.13
17228,15,8.39,10.05,7.93
1846,7,13.93,14.29,12.88
5150,7,6.84,12.98,12.53
12662,10,7.88,12.92,11.9
14628,7,12.07,7.51,13.41
2575,8,5.5,8.06,5.58
17757,5,9.14,13.04,11.8
19085,12,9.07,6.93,5.68
8854,15,6.83,7.32,12.55
10193,7,10.11,11.52,13.94
5922,6,11.17,9.9,14.42
17375,12,10.43,12.67,10.05
9547,6,8.29,9.53,6.43
11159,8,10.47,11.01,13.25
15347,11,10.7,9.24,9.95
2213,5,6.72,12.95,10.06
1321,11,6.67,11.47,11.11
2191,5,11.76,8.12,5.58
2682,13,9.09,8.71,11.09
669,9,14.28,11.22,6.77
13430,7,6.09,10.32,13.67
1808,13,14.11,11.98,7.22
9621,10,6.11,11.22,10.06
17601,8,11.41,14.01,5.44
4317,6,7.83,11.93,8.59
3799,12,8.39,11.02,8.29
17539,6,8.2,8.31,11.04
17052,11,8.86,5.74,12.66
4105,5,8.05,8.77,9.85
17211,8,10.73,12.02,14.46
1447,13,9.99,5.01,8.66
3674,10,8.21,7.01,8.12
5768,7,10.52,14.89,5.12
17520,9,6.53,14.07,9.57
9417,12,13.39,5.06,11.08
20000,10,10.91,8.58,12.24
1341,11,11.61,13.76,8.21
7232,5,11.53,7.03,7.28
8023,7,6.97,12.59,12.54
8359,14,6.3,14.74,8.25
8257,5,14.46,8.91,5.76
7715,7,8.53,14.26,5.3
3946,6,7.92,14.69,14.1
1672,14,8.92,6.72,14.45
17502,13,8.36,9.84,10.44
9119,9,10.15,5.92,9.95
6505,9,14.39,6.13,9.59
17255,8,5.8,5.46,5.69
86,12,10.11,5.89,12.87
2048,8,14.01,9.47,9.96
957,14,12.99,11.24,13.58
7775,6,6.97,13.86,12.84
19673,5,6.98,7.9,9.92
12202,13,10.27,10.89,12.44
17395,12,6.43,8.04,14.88
10937,10,11.53,7.0,7.11
5828,8,7.75,5.96,10.32
13526,8,13.34,5.87,13.76
16478,12,10.01,9.21,13.77
8557,11,5.38,12.01,5.17
231,12,5.18,14.95,5.06
17182,8,10.05,13.33,13.86
3507,14,12.1,6.8,10.99
2868,15,8.68,13.37,8.85
7472,5,9.59,9.12,8.55
1228,15,14.89,13.73,8.01
18619,13,10.07,14.46,12.26
2729,9,13.9,11.76,12.28
19604,10,7.75,12.98,8.34
1168,13,12.53,8.45,13.15
2945,8,8.39,9.99,10.88
12632,8,13.48,7.29,7.68
8814,15,5.61,6.91,14.91
7125,14,14.2,11.76,11.02
10556,5,6.52,9.1,8.31
1386,12,5.71,9.2,7.01
13281,6,6.29,6.82,10.18
18507,10,7.6,6.39,10.12
4457,14,9.35,10.17,10.58
9393,11,13.88,13.95,5.16
1565,15,13.66,12.91,5.73
14298,14,9.97,9.9,13.0
983,15,5.0,8.21,7.33
5325,11,12.13,10.28,5.27
11308,7,8.49,8.12,13.92
14903,5,12.33,5.6,11.12
9817,5,9.79,13.58,5.98
9290,10,5.18,8.67,7.51
12397,9,9.23,5.91,13.96
5539,6,10.75,10.19,7.61
3451,13,8.85,12.27,13.5
5757,7,7.41,14.01,11.56
10402,9,13.51,12.64,6.63
2088,12,8.22,10.54,5.85
6032,10,7.11,5.23,6.28
6651,15,14.69,7.54,14.25
14984,7,14.25,8.01,11.9
14300,8,13.56,8.26,12.43
9757,13,10.8,7.26,5.77
4340,6,13.84,5.49,7.98
15260,9,12.14,9.17,5.61
12909,11,6.55,6.33,8.78
5289,15,8.34,11.91,14.65
13811,15,13.12,13.48,7.87
16673,8,14.64,7.68,7.37
4010,11,11.48,11.73,14.04
16884,13,5.11,8.36,7.63
9820,6,14.06,14.35,14.25
6180,12,9.07,8.72,12.29
13988,7,5.35,13.7,6.47
14392,14,6.23,7.02,7.49
16401,12,10.58,11.78,8.15
7584,7,8.72,5.67,13.62
17582,11,10.63,6.56,13.03
9635,10,12.23,11.98,14.91
2061,8,12.06,6.96,13.52
847,14,12.96,9.48,5.25
9607,8,14.03,9.55,8.49
14201,15,10.0,6.69,8.37
13919,13,9.36,10.77,10.77
15854,12,14.49,14.11,6.22
18389,9,5.99,11.62,7.64
17351,15,6.6,13.31,13.94
1130,5,13.48,13.14,10.63
12994,6,14.9,14.8,10.0
10093,5,10.32,9.7,13.71
6075,10,5.21,6.24,6.75
6923,13,11.51,10.25,13.73
19028,9,6.45,10.42,8.69
10052,15,9.43,10.52,9.48
8386,13,14.49,9.05,9.43
17579,12,14.36,8.83,9.22
6335,14,8.41,11.72,12.71
9904,15,7.83,7.18,5.72
7384,13,14.97,6.38,9.24
15361,8,10.71,5.67,9.58
7122,10,8.3,5.7,11.46
7191,6,12.47,14.86,9.98
9447,8,10.51,8.89,6.93
8680,13,14.12,9.52,5.69
11266,11,7.95,13.94,7.85
3950,12,10.83,10.41,12.69
2023,10,6.78,8.42,14.8
9085,13,11.59,6.63,13.34
11000,14,5.54,5.94,13.93
7143,15,8.33,12.96,5.8
18566,6,8.2,13.18,9.96
16241,6,8.33,8.35,14.53
18609,7,9.55,8.4,5.78
7472,8,12.55,10.09,11.44
221,9,14.72,13.52,6.23
15947,6,5.24,11.25,6.64
3601,5,9.87,5.74,12.09
11257,7,9.91,11.23,6.78
18947,6,7.09,7.12,6.36
11973,9,8.75,5.8,9.45
9883,12,8.16,12.42,8.56
7367,14,5.89,12.3,14.95
12075,9,5.99,5.35,7.94
13895,5,13.14,14.13,11.12
1901,13,11.3,12.19,7.46
13686,6,11.89,10.18,14.09
12794,8,9.23,10.45,10.49
17384,12,12.46,11.89,10.16
14419,14,9.95,13.56,11.01
10747,9,12.64,14.12,12.2
3396,7,5.91,10.7,6.67
8684,6,9.79,12.11,13.66
14666,12,14.1,11.63,11.57
2310,7,14.73,14.08,6.47
7934,15,8.43,7.06,6.61
11542,13,7.74,8.06,12.1
4414,8,6.2,7.57,5.39
9937,9,10.16,8.91,8.67
19365,5,6.58,6.21,6.31
4660,5,12.25,9.87,5.23
11674,11,6.8,7.47,10.04
4657,9,6.36,14.07,12.96
19281,9,14.91,5.1,5.49
3634,14,11.68,14.8,8.46
9623,5,5.0,5.82,5.51
15490,7,8.48,7.67,11.08
16921,5,8.28,6.1,10.57
7614,8,12.49,6.16,14.0
12462,9,14.49,14.04,14.0
17981,13,8.5,5.21,9.44
5264,14,14.95,10.36,10.95
9591,14,10.61,10.87,10.47
2692,9,5.82,8.85,13.09
1957,8,11.62,14.61,8.32
16345,10,8.83,10.67,7.35
5211,11,13.35,14.06,8.78
6799,12,10.74,10.75,8.14
672,12,9.9,11.78,10.92
13940,10,5.15,8.35,11.83
4951,6,10.85,12.04,13.81
269,14,6.72,11.87,7.08
4081,15,5.24,12.1,14.56
14941,11,9.41,14.5,12.63
15341,5,6.28,8.38,8.02
10136,12,7.74,5.86,8.56
7066,5,11.69,10.3,6.1
14535,9,9.69,7.75,14.87
17995,6,12.84,13.07,8.67
301,11,8.42,14.91,8.4
5304,10,7.75,9.93,5.97
13087,8,9.85,11.48,13.84
12640,15,12.04,5.91,7.81
3906,10,8.25,12.54,8.33
14981,6,7.91,9.05,10.35
3491,8,8.82,6.93,10.43
9524,14,7.5,12.61,8.02
16372,14,13.56,6.89,9.08
9884,8,8.38,11.9,11.78
8219,14,14.12,13.34,12.27
14777,14,7.05,13.54,10.39
13368,15,9.27,14.33,6.28
5689,9,7.58,8.5,5.23
13867,10,10.85,13.02,8.31
18522,9,12.94,5.07,12.65
8120,11,7.36,13.34,14.42
11913,9,14.22,5.53,14.55
3434,11,6.66,8.0,5.82
19003,6,10.33,14.57,12.67
16691,13,5.43,12.62,9.53
3246,8,9.59,11.32,8.15
7687,5,13.45,5.75,11.39
8854,8,12.11,5.17,11.65
1798,7,8.11,9.85,14.0
10681,6,5.47,5.63,6.39
6030,15,13.53,9.68,13.76
72,15,8.06,9.08,10.63
13348,10,14.82,7.0,9.01
15327,12,10.45,10.52,12.93
17045,10,14.91,10.82,8.47
6757,14,7.85,10.58,6.3
7554,9,11.67,6.9,10.32
9814,7,6.14,6.12,10.49
8105,11,7.33,8.19,14.87
19302,11,9.31,8.55,8.15
3374,10,11.77,14.41,14.14
3859,12,10.85,6.79,5.82
11306,10,5.9,11.97,11.33
12438,11,8.89,13.53,10.14
1412,8,5.32,7.56,9.03
5730,6,6.17,5.29,11.95
6275,9,11.41,11.12,11.37
4591,15,9.92,7.77,11.04
3866,15,13.76,8.75,8.15
5752,11,5.57,6.45,10.22
15616,5,5.26,8.56,12.41
13164,5,14.42,10.31,13.51
9647,8,5.62,7.65,8.3
6500,13,9.4,9.54,14.65
14830,10,11.9,8.98,8.6
7300,6,6.07,10.76,14.25
14661,5,14.62,6.14,13.51
13181,13,8.26,6.7,9.8
11877,9,7.88,11.21,10.64
12944,9,11.79,11.98,6.57
16512,7,11.66,12.82,11.36
2403,8,11.67,11.5,9.85
10637,14,8.86,13.13,12.83
4315,5,13.86,6.11,9.86
19529,9,6.29,13.95,14.1
19449,9,5.63,8.75,5.92
11076,5,7.28,6.13,8.81
3202,6,8.14,5.51,11.42
17568,11,8.07,10.86,5.01
2863,9,5.26,10.7,11.25
6983,7,5.16,9.84,14.08
4863,13,11.95,5.29,10.81
3711,5,5.43,11.4,14.07
5504,7,7.93,14.19,7.92
1010,13,10.29,12.54,5.54
11322,7,13.35,13.28,5.18
15469,7,13.51,10.81,12.37
12973,8,14.46,6.62,6.1
9177,6,6.52,13.5,11.17
13732,6,6.96,8.53,9.86
16894,5,7.07,10.49,9.63
625,8,8.97,12.08,10.58
9729,7,11.4,12.09,11.47
6125,12,6.38,13.64,8.05
14681,8,7.76,9.21,13.53
18537,15,7.81,14.05,11.77
16239,15,5.68,9.56,14.77
11796,7,12.45,8.18,14.73
9386,11,11.66,11.08,8.52
7768,7,11.35,13.42,9.82
17240,10,10.1,6.26,9.2
9847,5,12.75,14.83,5.44
6983,11,12.06,14.59,5.25
16192,8,14.46,13.02,11.41
11069,15,13.72,10.67,14.64
14072,6,5.98,13.67,9.14
16438,15,6.48,14.28,10.63
12357,14,9.26,8.42,13.27
48,15,10.51,5.58,13.41
12597,6,11.98,14.24,13.26
4390,7,5.56,14.32,10.58
9565,6,10.18,6.98,8.43
3115,12,5.88,11.96,11.38
5004,11,6.36,13.08,10.78
6971,13,8.65,12.99,5.05
13037,14,12.61,12.29,14.5
6473,7,8.27,6.18,14.44
12475,15,9.39,8.11,12.72
6610,11,5.14,14.24,6.91
19084,7,11.23,14.47,14.48
3295,7,8.94,10.19,11.57
7395,15,6.96,12.72,5.65
10793,11,8.4,6.48,7.79
15487,9,14.69,13.89,10.84
17780,11,6.08,14.6,12.59
18401,8,9.05,8.21,5.86
19350,14,8.21,12.49,5.48
1203,7,12.2,14.49,13.66
16693,5,6.75,11.36,14.13
7365,14,6.53,8.64,5.55
3112,14,8.49,8.79,11.72
17982,11,5.37,7.48,14.19
12535,14,7.55,6.89,11.73
3199,15,12.27,8.91,10.08
5120,13,6.37,9.21,7.25
11352,11,11.19,9.32,9.17
14834,9,14.91,6.0,11.53
15390,13,8.11,14.58,9.81
16504,10,9.03,14.27,9.71
10962,5,7.5,10.32,5.01
17614,10,12.34,11.9,11.23
10425,15,10.24,8.28,9.87
17715,15,8.85,11.68,11.32
7144,13,14.5,9.63,9.87
6509,12,5.52,10.57,14.57
15887,6,10.31,13.07,9.33
12430,10,6.61,12.01,12.23
11375,14,7.8,13.0,6.64
6047,11,12.03,7.66,6.91
15658,15,11.61,8.87,8.97
14753,5,10.61,10.86,14.32
8849,5,7.2,11.18,10.16
2182,14,12.08,7.06,10.39
19076,12,6.81,12.58,9.17
17715,7,6.48,12.18,8.83
10883,10,6.76,5.74,12.08
1972,11,5.21,11.27,10.92
4806,9,14.81,13.33,11.1
