user_id,rollcall_score,class_activity,discipline,total_quizzes_avg,position
8711,15,14.15,14.4,13.74,D
7583,14,12.77,9.45,7.05,C
19554,6,13.3,13.08,13.91,B
11030,7,5.33,10.84,13.68,D
11733,13,14.81,8.18,13.73,E
17222,11,14.69,6.48,12.59,E
13485,9,10.61,14.63,11.75,D
6160,11,14.55,12.29,6.54,D
15109,7,11.09,6.87,13.88,B
9798,10,5.01,10.92,5.51,A
9595,5,5.75,6.06,9.94,B
14239,8,14.53,14.36,11.46,F
15677,5,6.71,6.86,12.55,B
15878,10,13.1,13.67,11.41,F
18082,8,5.41,6.38,8.05,E
3340,6,11.03,11.91,12.18,F
22,8,7.83,6.8,6.55,E
3310,14,10.45,7.53,5.03,C
6362,15,12.46,8.18,10.49,C
3757,14,9.47,6.51,9.32,C
7359,10,12.66,11.06,10.54,F
1992,8,11.96,12.62,12.63,F
3790,7,9.94,6.92,6.42,B
19958,14,8.32,10.69,12.2,A
8076,10,14.61,11.83,5.55,F
7587,13,10.31,5.17,14.14,C
6161,8,11.97,7.19,12.73,B
10232,11,13.34,5.58,7.71,E
12368,5,9.18,11.67,11.99,F
2424,13,5.66,13.44,8.94,A
4802,11,10.52,6.22,7.99,E
18834,12,10.63,5.78,9.76,C
4754,13,10.4,13.89,10.09,A
6896,15,7.97,8.2,11.58,A
17120,15,6.31,6.37,11.47,A
12371,7,9.47,8.12,9.75,E
11006,11,6.01,8.0,5.75,C
6880,15,14.38,5.47,8.25,C
1502,9,12.03,13.91,12.16,F
18375,7,5.3,5.34,10.43,E
3289,14,6.08,11.39,6.0,A
3252,14,11.61,11.16,6.53,D
16629,10,5.78,6.94,14.96,C
17436,14,9.69,5.68,11.91,C
6846,15,11.49,12.79,5.08,A
19563,10,8.36,12.21,12.97,D
11319,11,10.08,10.55,12.35,D
11217,7,11.41,7.19,13.78,B
9780,14,13.15,12.49,6.28,D
17534,8,13.75,13.07,10.72,F
12548,9,14.02,14.66,12.22,F
1920,8,10.89,12.95,11.92,F
18215,14,13.02,7.28,6.36,C
11170,8,12.89,13.51,6.25,F
4626,14,6.6,9.02,14.77,A
6072,6,13.46,14.76,11.61,F
5978,6,12.51,10.8,8.93,F
8868,15,8.11,12.68,7.69,A
8218,8,12.9,8.51,12.26,B
12801,11,7.43,9.46,13.81,C
13137,7,13.01,6.03,7.89,B
6482,8,14.87,10.89,7.48,F
3545,9,11.0,5.67,7.84,E
1508,14,10.73,9.31,7.34,C
15990,14,12.73,11.37,10.45,D
13564,9,9.54,7.88,6.98,E
11594,9,11.73,6.26,8.28,E
6763,14,14.66,8.43,13.69,E
17145,5,12.53,8.38,5.81,B
15681,15,9.34,9.68,5.94,A
4168,6,6.83,9.05,5.66,F
4547,15,5.15,5.82,12.46,A
1290,12,14.43,14.95,9.85,D
10384,9,7.24,7.71,14.21,E
6379,11,14.74,11.8,11.25,F
9796,9,12.31,12.28,9.7,F
1764,10,8.49,11.68,10.96,D
5623,12,8.52,6.88,6.93,C
19019,12,9.14,11.9,10.63,D
18624,9,8.07,11.62,12.73,D
3209,8,7.41,6.56,13.03,E
2444,8,7.94,8.62,6.77,E
9460,6,10.96,12.64,9.26,F
13531,7,11.87,13.16,6.7,F
18496,11,7.31,10.32,9.46,C
8105,7,12.38,7.22,11.02,B
1588,9,12.58,9.32,11.88,E
14546,8,13.04,10.08,14.54,B
8051,11,6.02,7.81,10.28,C
15718,13,14.63,12.9,8.22,D
1541,13,9.13,9.08,12.11,C
7906,6,10.07,9.61,9.86,F
13677,14,5.18,12.71,10.31,A
3167,14,9.25,10.29,8.38,A
1404,11,10.05,11.85,11.4,D
4124,5,6.79,5.6,12.01,B
12549,10,9.53,13.93,7.71,D
7713,7,6.68,9.41,5.15,D
736,8,14.38,5.04,5.66,B
16545,5,12.21,8.97,11.23,B
13813,5,14.53,10.2,9.45,B
5284,6,5.37,10.95,14.49,E
8750,8,11.79,10.45,11.09,F
258,13,5.23,11.06,13.06,A
8336,15,12.22,11.01,5.49,A
15738,6,12.46,9.89,7.76,B
12400,15,12.48,11.64,7.23,A
12875,13,7.22,10.96,6.17,A
16440,15,14.85,5.85,14.76,E
13023,10,5.04,14.44,8.91,A
6088,12,14.35,7.7,9.63,E
11170,14,5.67,6.2,10.01,A
5231,12,12.99,11.23,14.38,D
476,5,6.15,8.52,6.46,F
2131,5,10.98,11.51,5.9,F
16166,10,11.81,13.09,7.93,D
18569,9,10.15,14.81,5.83,D
7253,13,10.56,12.78,7.26,D
14385,11,7.7,12.53,13.18,D
12534,6,7.0,9.3,14.76,E
11137,6,12.1,7.11,7.07,B
2903,5,8.38,8.95,11.64,B
16669,6,14.69,9.13,13.21,B
5266,6,5.05,14.39,8.7,D
8456,12,5.73,13.82,7.42,A
16423,5,7.63,7.39,12.43,B
3167,5,8.77,11.97,5.45,F
7427,15,13.66,10.45,13.28,C
17984,11,13.85,6.42,7.59,E
2589,14,9.31,13.64,12.98,A
16031,12,5.22,6.05,6.18,C
19148,9,14.54,14.11,7.13,F
12298,9,6.67,11.62,6.55,D
2609,5,14.65,9.25,6.22,B
16389,14,9.4,11.78,12.3,A
13615,11,7.7,13.0,13.13,D
11049,8,9.29,7.02,6.01,E
4128,10,11.57,8.6,12.95,E
14168,12,11.01,13.05,13.25,D
5259,8,6.35,7.69,12.73,E
10305,7,11.16,11.5,12.03,F
12418,9,6.52,12.45,14.61,D
11747,11,14.03,9.27,8.3,E
6690,10,5.95,14.19,13.52,A
2396,5,12.83,9.16,9.88,B
19773,15,11.72,10.72,8.09,A
14846,8,12.95,11.73,8.0,F
10569,15,7.66,13.5,14.37,A
1400,8,5.51,13.25,13.24,D
6488,8,6.94,7.85,9.54,E
17307,9,8.07,5.16,6.38,E
18556,5,11.6,10.94,5.19,F
2364,12,5.5,10.13,9.0,A
19902,8,6.26,11.03,6.05,D
11202,7,6.67,10.01,8.24,F
4665,6,7.97,13.25,6.54,F
17196,8,7.68,6.98,11.1,E
19991,6,13.99,10.75,11.82,B
19697,8,8.39,11.62,9.15,D
17065,9,14.06,13.47,13.31,F
8317,6,14.58,5.74,10.66,B
14458,9,12.97,11.67,14.62,F
16865,13,8.08,14.56,9.08,A
3980,6,12.35,14.76,11.68,F
5553,13,14.53,11.38,9.81,D
10336,14,7.6,10.44,14.72,A
1637,11,5.63,9.65,11.13,A
18521,7,10.08,10.63,5.11,F
5413,12,9.5,9.03,11.48,C
13565,8,8.31,8.79,8.94,E
12031,10,6.05,9.9,13.64,C
12858,15,6.56,6.43,9.54,A
17148,14,9.2,6.82,14.46,C
5395,7,13.05,14.84,14.04,F
10674,11,11.14,7.4,11.18,E
5078,7,13.85,11.53,9.0,F
16764,5,13.73,12.14,6.66,B
8145,11,13.46,9.55,9.0,E
13468,6,5.47,12.62,12.75,D
15905,9,10.32,5.88,12.69,E
18805,14,11.35,7.86,14.91,C
19493,14,14.5,12.29,11.83,D
8846,15,12.14,12.1,5.16,A
896,12,7.43,14.89,10.11,A
18753,9,5.69,6.71,7.04,C
9929,6,13.61,12.33,9.09,F
16802,15,8.4,8.03,12.26,A
10279,11,10.18,9.96,14.85,C
4235,10,14.82,7.0,7.2,B
9604,14,14.91,7.09,14.78,E
168,15,13.08,11.33,9.04,C
8444,9,8.27,12.83,11.22,D
8450,7,10.28,13.12,14.59,F
14785,9,10.34,7.68,6.7,E
11348,15,8.99,13.36,13.4,A
17956,10,13.79,13.92,7.07,D
5117,13,14.7,10.37,7.42,D
7387,5,7.83,8.2,13.61,B
16411,11,10.82,7.37,7.35,E
2871,12,12.51,13.51,7.8,D
7184,13,12.24,14.63,9.41,D
8375,15,6.64,14.66,5.09,A
14815,6,8.4,13.85,7.78,F
6926,8,7.0,13.28,8.11,D
13243,15,8.27,14.46,10.02,A
2825,10,13.04,7.11,14.48,E
10374,12,6.77,9.55,6.06,A
9160,14,14.54,14.57,13.68,D
5122,8,12.17,10.64,12.1,F
3795,14,11.62,11.47,9.75,C
15009,9,12.77,14.65,8.53,F
8855,10,10.55,11.06,9.23,D
1538,7,9.0,11.08,10.44,F
18806,13,13.0,8.15,11.05,C
1036,7,12.84,10.64,5.12,F
9846,14,9.89,11.56,14.48,A
12636,12,7.0,10.78,5.78,A
5999,11,5.58,10.61,13.15,A
9550,6,6.07,6.49,6.84,E
17156,10,6.1,11.87,9.2,D
15128,15,10.76,13.37,14.19,A
13934,11,5.17,11.3,13.85,A
19049,10,8.48,14.26,13.58,D
19970,15,8.55,9.82,13.64,A
9319,13,5.04,7.61,10.97,A
2175,9,12.81,13.64,12.68,F
9057,5,10.02,9.84,14.54,B
18528,5,5.04,9.3,5.97,F
7962,7,13.93,7.43,7.3,B
3532,12,14.78,11.14,10.53,E
12628,7,8.58,6.24,13.81,E
1162,7,9.65,13.76,10.13,F
13291,11,9.92,13.68,7.32,D
13438,5,13.32,14.41,14.54,B
5306,5,5.84,11.9,8.28,F
10256,12,13.87,5.4,14.18,E
19061,15,11.02,11.75,13.11,A
7962,7,10.38,5.83,7.93,B
3012,14,12.9,12.48,7.39,D
6120,15,6.2,13.7,5.06,A
9821,5,5.01,11.58,10.98,F
586,14,12.65,14.35,10.22,D
16389,9,10.8,9.24,9.71,E
8419,7,14.24,14.27,13.85,F
7927,10,9.43,12.04,10.97,D
12385,6,8.79,13.64,14.7,F
17432,9,14.66,8.03,13.93,B
7047,5,11.14,11.84,10.07,F
5414,12,9.52,11.65,10.24,D
2826,9,8.33,8.49,10.69,E
13952,12,8.09,11.73,14.41,C
16360,8,12.62,12.33,5.13,F
13634,5,6.37,11.91,14.41,F
6960,15,6.66,5.02,9.38,A
15022,14,8.02,11.22,9.78,A
15428,7,10.09,7.71,12.75,B
15396,6,13.59,6.71,13.48,B
3721,13,11.11,8.66,13.5,C
8758,11,13.35,6.68,13.2,E
11646,13,9.86,10.36,9.42,C
14736,13,14.91,8.07,9.71,E
4928,9,12.96,6.68,14.78,B
11921,12,9.4,7.18,8.29,C
576,11,12.59,5.06,13.59,E
3700,13,11.85,10.42,6.27,D
9159,6,5.53,9.18,6.74,E
11855,10,6.62,9.84,6.72,D
6175,7,9.0,13.12,11.74,F
6233,5,9.21,12.85,11.56,F
17112,9,8.57,6.03,7.27,E
13480,9,7.75,7.49,9.49,E
10200,6,12.44,6.25,12.62,B
5786,7,10.34,8.49,13.47,B
8216,13,10.84,9.31,12.63,C
17528,11,13.87,13.5,8.35,D
13255,8,13.54,9.31,13.0,B
19728,12,7.82,8.85,9.78,C
12661,11,11.54,13.44,14.44,D
4434,9,10.56,14.27,6.42,D
12059,7,9.06,10.3,11.82,F
13369,6,11.39,13.48,9.04,F
14401,8,9.75,14.32,6.01,D
16352,12,14.65,8.44,9.88,E
10763,13,12.3,11.82,8.14,D
1616,6,7.33,7.89,5.88,F
11928,9,12.31,7.76,7.42,E
7294,6,14.13,11.06,14.66,B
5148,14,6.65,7.62,12.72,A
16454,6,8.67,7.34,14.08,B
5604,15,7.88,10.77,10.42,A
10637,12,5.82,12.71,8.44,A
16530,5,10.68,7.53,11.77,B
18603,15,7.05,14.28,9.13,A
9283,5,14.35,12.9,8.87,B
18315,10,8.06,9.76,14.89,C
1698,10,7.3,5.38,14.16,E
7524,9,7.68,12.89,14.47,D
5641,8,7.37,9.99,12.27,E
3897,14,13.23,12.86,8.63,D
10311,9,12.2,12.16,13.62,F
16489,13,6.57,7.08,9.04,A
152,13,11.1,8.84,13.03,C
11499,12,13.05,14.89,11.02,D
12090,12,8.12,5.43,5.27,C
19677,11,12.73,7.15,7.84,E
16411,12,13.86,7.51,7.53,E
2441,13,11.41,12.94,13.51,D
16180,7,14.78,8.77,8.15,B
1764,8,12.39,14.38,7.5,F
16407,5,9.77,5.73,8.3,B
5647,14,10.53,11.99,10.74,A
10512,6,5.98,14.83,9.5,D
15193,5,11.64,5.34,14.31,B
14252,11,5.33,12.79,13.79,A
12966,8,7.53,14.33,8.77,D
12334,10,10.38,9.18,7.08,D
4770,13,14.29,12.59,9.0,D
180,8,12.44,11.93,12.95,F
17260,13,14.27,9.66,10.83,E
16496,13,7.2,8.25,10.98,A
4144,5,10.71,14.75,12.6,F
14163,14,5.79,8.76,13.87,A
2117,6,13.06,10.38,14.73,B
2742,10,14.86,5.29,7.68,B
4853,11,8.45,10.38,12.87,C
11735,7,8.31,12.2,14.57,F
9906,11,8.1,14.12,6.58,D
5883,7,5.74,13.24,8.59,D
454,14,12.64,8.58,6.08,C
5118,7,10.13,14.46,9.69,F
2869,15,9.51,8.18,8.45,A
8946,6,10.08,14.78,13.29,F
12805,5,14.28,12.92,10.9,B
18345,10,10.91,7.48,10.6,E
7617,8,9.58,12.6,10.92,F
11090,11,14.26,5.05,13.81,E
13336,14,7.5,12.61,8.97,A
18164,11,7.23,9.75,11.31,C
13836,8,10.27,10.43,8.69,F
6724,7,5.34,6.29,9.1,E
6970,14,10.2,13.28,7.62,A
8632,10,11.41,11.5,14.4,E
2055,11,7.6,12.34,13.52,C
1965,14,9.27,9.41,13.52,C
6558,11,5.0,7.74,5.56,A
925,9,12.57,8.35,9.36,E
15468,14,9.34,10.84,5.29,A
12130,13,11.62,7.03,7.06,C
6417,11,12.81,5.58,5.99,E
5092,15,8.72,12.18,9.19,A
8167,6,14.51,13.05,9.51,F
13712,13,7.44,5.49,11.3,C
9046,9,10.61,7.09,10.94,E
15738,8,7.31,13.61,8.72,D
9612,5,5.05,10.19,11.09,F
1531,13,7.63,14.81,5.72,A
18894,7,9.25,8.71,11.68,E
4155,14,9.3,14.71,11.36,A
10213,7,9.8,9.26,13.37,E
5738,7,9.22,7.92,5.88,F
8307,5,10.54,5.64,11.31,B
17636,8,10.82,8.83,12.7,E
2422,11,14.52,14.11,11.35,F
17718,7,9.19,9.36,14.92,E
13374,6,7.91,10.34,9.31,F
18835,9,5.66,10.02,9.41,D
8319,13,5.04,12.1,5.59,A
15391,14,8.35,13.7,14.35,A
5954,9,14.48,9.22,7.37,F
10085,13,8.86,8.58,14.44,C
11274,7,9.03,8.49,8.09,F
15985,15,12.54,7.29,10.77,C
14837,14,13.28,9.56,12.61,C
1941,12,6.83,11.7,5.51,A
12341,9,9.95,9.14,10.67,E
14033,15,7.81,12.24,6.88,A
14955,5,6.01,14.09,7.57,F
17551,7,5.01,11.97,12.26,D
5427,13,11.78,13.98,9.25,D
9310,13,13.27,8.12,14.33,E
14885,9,5.68,9.81,12.42,C
13631,9,6.97,10.24,5.36,D
17938,7,14.94,12.33,12.76,B
15439,11,5.03,11.18,10.66,A
14947,6,8.66,11.64,9.52,F
15716,8,9.27,5.45,10.43,E
14728,8,12.42,8.93,6.87,F
13083,5,9.32,6.13,8.64,B
10681,12,9.4,10.77,10.73,C
11593,8,8.18,7.53,14.28,E
18855,15,14.18,5.99,13.1,C
15309,14,7.35,9.71,6.28,A
18177,9,8.45,12.62,14.44,D
17927,5,13.04,6.53,14.38,B
18029,5,11.76,9.09,9.53,B
19175,6,11.43,14.58,10.91,F
4367,13,13.3,5.63,7.49,E
15048,6,10.66,11.12,10.05,F
14987,14,6.42,10.99,11.46,A
16690,5,12.47,5.34,10.71,B
14326,15,7.38,12.68,12.78,A
7713,9,10.7,10.27,10.44,E
2237,8,7.74,11.77,7.94,D
1000,15,7.02,12.03,8.4,A
11207,13,8.38,11.9,14.79,A
17982,5,13.34,14.2,14.34,B
3131,6,14.05,13.17,10.92,F
1535,5,13.76,14.87,6.41,F
5242,6,11.92,11.53,12.84,F
13063,9,8.32,7.19,7.11,E
14838,14,6.04,12.45,6.13,A
13083,7,7.36,5.78,7.02,E
6395,7,7.79,5.18,10.46,E
16589,14,6.5,6.57,11.31,A
17400,7,14.36,8.63,10.38,B
6827,5,12.05,9.32,11.3,B
5733,13,10.7,9.47,6.85,C
3456,13,11.11,6.0,10.97,C
8904,10,5.93,6.3,6.04,C
16057,12,10.11,11.25,5.75,D
18638,9,14.11,9.88,14.3,B
12125,11,11.55,13.73,9.69,D
6432,8,9.17,8.32,8.16,E
6984,14,13.23,13.89,10.3,D
11837,6,5.56,10.79,6.84,D
11296,9,9.16,12.5,12.01,D
7600,8,7.97,6.37,11.1,E
6034,6,12.04,14.24,9.84,F
7492,8,11.64,8.45,9.91,F
12361,9,13.41,12.99,7.76,F
1384,6,10.95,6.59,10.24,B
14429,10,10.76,6.74,11.23,E
16434,8,13.99,5.14,14.37,B
4018,5,9.94,14.08,9.84,F
126,6,12.28,14.88,13.95,F
2231,9,6.32,8.46,7.75,D
12816,7,9.55,10.34,7.73,F
5642,7,7.37,11.7,14.74,E
18180,9,14.51,7.48,6.77,B
4049,6,6.15,11.74,5.78,D
17222,11,11.84,11.01,7.23,D
10123,6,9.29,9.32,6.25,F
6155,10,5.62,12.85,13.76,A
14661,6,5.44,13.99,8.18,D
4495,14,6.78,8.93,7.39,A
13831,14,7.29,10.07,8.01,A
19104,13,11.04,11.68,13.24,C
9087,14,13.75,6.87,14.56,C
18815,10,10.92,6.16,14.0,E
5678,11,9.03,6.99,9.51,C
19556,12,6.47,12.0,10.83,A
8734,8,7.85,12.12,12.57,D
14042,9,6.64,10.64,8.97,D
10531,10,14.82,12.6,8.81,F
17026,8,6.14,11.45,8.22,D
15529,13,13.69,6.41,8.86,E
6977,14,12.34,9.33,12.61,C
4011,14,12.14,11.76,14.18,C
8301,13,5.21,10.63,6.33,A
14701,7,13.89,8.86,7.29,B
9216,7,8.58,12.89,6.25,D
3031,13,8.3,14.17,5.59,A
9811,6,12.72,9.01,6.33,B
15875,9,6.38,14.07,13.76,D
9670,7,7.65,7.53,7.88,E
14954,11,9.49,8.66,14.11,C
10490,10,7.87,9.1,7.06,D
8441,8,5.63,13.01,6.1,D
12522,10,10.97,7.46,6.89,E
1255,12,8.93,6.23,9.58,C
9300,9,14.4,11.5,6.16,F
18720,7,6.21,9.41,12.54,E
16428,15,13.57,6.6,8.73,C
12622,11,5.19,14.51,11.62,A
14310,15,5.81,9.55,8.7,A
15113,14,9.91,6.26,7.4,C
479,9,6.66,14.07,11.29,D
1281,7,6.87,5.75,13.08,E
6545,13,12.7,12.65,5.99,D
18510,5,7.75,5.41,6.42,B
4958,7,10.02,11.03,8.01,F
814,6,10.22,12.64,7.43,F
8334,6,10.45,6.8,7.62,B
9462,7,13.32,11.22,14.94,B
18764,7,8.66,10.76,6.67,F
14136,11,6.56,12.52,5.37,A
3585,13,6.81,12.01,10.22,A
2239,7,8.27,9.9,13.67,E
13977,8,7.05,8.99,8.49,D
17096,7,9.98,12.15,5.15,F
14048,13,5.92,7.12,7.04,A
15462,13,8.2,14.12,11.76,A
13053,13,9.0,7.67,7.58,C
6809,12,7.84,6.5,8.55,C
15565,14,11.27,14.22,10.22,A
5642,15,7.72,14.12,13.59,A
19455,14,5.94,5.19,5.56,A
9576,5,13.28,7.44,13.98,B
3663,15,11.34,12.86,6.9,A
798,11,5.38,10.4,13.99,A
8964,14,10.74,14.06,12.42,A
9862,13,10.65,14.59,5.57,D
13234,8,14.62,9.17,8.1,B
19708,12,11.29,7.17,13.39,C
5705,6,5.87,12.59,9.03,D
19761,13,14.63,6.76,5.74,E
19903,10,8.89,13.65,12.39,D
3576,8,9.65,9.49,12.69,E
2709,11,7.23,13.69,7.43,D
16175,9,5.38,12.01,8.49,D
19087,11,9.45,8.87,13.81,C
2246,8,5.38,7.04,6.79,E
2657,13,11.08,5.7,9.41,C
369,8,8.18,12.55,7.16,D
2674,8,10.58,7.48,14.42,E
3288,9,5.45,10.23,14.3,C
9169,15,10.29,5.01,14.24,C
13432,9,10.29,5.95,13.99,E
12804,7,8.98,10.54,5.41,F
14147,13,8.82,14.66,13.62,A
804,15,5.83,5.22,13.02,A
3281,14,12.67,9.2,10.82,C
15870,10,9.3,6.59,6.79,E
6623,11,10.54,6.55,8.19,E
1371,8,11.35,6.89,14.76,B
16047,5,11.9,14.7,5.63,F
11079,15,5.85,12.75,10.56,A
2180,5,8.64,9.32,9.05,B
637,5,6.46,12.05,14.57,F
8656,11,9.49,12.78,8.77,D
6228,8,5.61,13.21,5.23,D
4001,9,10.35,13.16,9.6,D
1502,13,6.59,12.72,9.85,A
8425,7,11.74,11.74,10.62,F
12674,15,14.83,5.94,6.45,E
115,12,12.26,14.69,5.81,D
15793,10,11.03,8.24,10.38,E
13524,13,12.17,6.22,5.26,E
10637,6,5.07,11.32,9.28,D
16495,11,12.61,14.58,7.54,D
16926,15,11.28,7.23,8.48,C
17119,11,13.74,8.34,6.66,E
9001,7,5.97,13.99,5.42,D
2676,10,11.68,5.34,6.04,E
19720,10,7.55,11.78,7.15,D
3497,6,11.79,5.36,13.49,B
9877,11,14.79,6.87,12.2,E
6191,10,8.79,9.9,10.53,D
15947,12,13.74,10.77,9.78,D
5502,11,11.71,9.35,12.17,E
6116,14,8.74,5.66,9.56,C
10060,12,12.01,14.9,6.47,D
11815,8,11.95,13.08,11.62,F
10822,15,7.65,6.59,11.14,A
1050,13,6.42,6.18,6.15,A
1306,12,11.72,9.98,9.35,D
8081,14,6.72,13.12,12.7,A
1136,8,14.27,12.42,10.32,F
7331,5,14.66,13.02,14.84,B
16270,5,14.13,7.63,12.7,B
16201,15,13.95,9.81,8.38,C
7136,7,11.59,11.43,12.07,F
18281,10,14.67,10.83,9.87,F
16144,15,5.58,11.91,11.85,A
12700,9,9.38,10.57,10.69,D
19447,15,5.38,9.44,11.37,A
1392,8,12.67,7.36,10.3,B
10003,7,5.98,8.36,8.96,E
9449,5,13.11,9.64,8.65,B
18208,11,11.0,10.71,10.07,D
12684,5,12.31,13.13,8.19,F
4173,9,10.76,13.02,10.82,D
13132,15,13.51,9.17,10.89,C
9617,6,5.0,5.5,11.61,E
2588,7,12.25,14.65,5.7,F
6859,9,12.19,10.93,8.57,F
3695,9,14.2,7.67,5.26,B
6963,14,12.12,5.98,7.94,C
13337,8,8.46,8.05,8.85,E
5684,9,6.37,12.24,11.71,D
13797,8,5.15,6.8,13.32,E
2065,9,5.85,9.13,12.79,C
6901,13,14.66,11.92,5.46,D
17947,10,5.8,14.87,14.95,A
3628,10,9.01,5.83,14.09,E
13000,9,6.05,12.83,8.38,D
10480,13,9.8,13.74,10.85,A
16611,7,9.32,7.72,9.04,E
12305,5,6.09,8.99,5.24,F
1449,10,13.33,6.46,9.13,E
13942,13,5.11,5.5,10.36,A
19208,14,5.92,10.3,14.23,A
15719,6,12.34,14.61,13.35,F
8142,10,8.71,8.25,14.47,E
12698,12,13.32,12.07,12.47,D
788,9,6.59,9.6,11.36,D
6398,9,8.86,7.29,8.92,E
2894,9,7.09,7.5,12.95,E
5255,8,12.81,5.11,6.73,B
15181,10,10.24,8.81,8.53,E
9189,7,11.6,13.61,5.7,F
6785,8,12.96,12.51,8.19,F
9294,11,7.38,11.72,6.71,D
16370,10,11.01,9.21,5.75,E
3343,8,14.6,12.91,5.77,F
2164,13,10.58,13.47,9.44,D
18238,5,9.3,8.71,10.87,B
13888,13,6.47,11.14,11.69,A
11194,8,14.09,5.62,9.96,B
18478,8,12.04,11.63,13.11,F
12747,13,14.95,7.13,10.46,E
8333,10,6.9,12.59,13.1,D
8113,13,8.58,9.86,10.51,A
5296,11,9.82,6.05,5.16,E
6167,13,7.38,5.75,9.25,C
2719,12,12.38,12.72,14.29,D
18704,5,7.65,8.43,11.93,B
100,6,7.73,13.48,9.13,F
15432,10,12.22,6.56,7.84,E
9522,6,11.44,8.96,8.19,B
15457,15,12.96,12.24,9.15,A
4301,5,12.92,6.38,9.53,B
16708,10,11.88,8.73,11.99,E
3243,10,10.63,14.98,10.95,D
4294,14,8.71,8.69,6.31,A
15649,5,5.73,7.17,5.79,E
15228,13,10.86,8.61,8.52,C
13755,14,7.06,7.01,13.9,A
14808,15,8.45,5.99,12.71,C
13255,12,8.25,13.51,10.52,A
6479,15,12.45,14.58,13.29,A
16033,6,11.29,6.32,8.65,B
14807,10,5.98,7.79,8.92,C
17004,7,14.8,10.38,9.28,B
1235,14,6.26,7.02,6.59,A
2907,8,9.68,12.04,13.26,F
18488,12,5.05,13.82,13.75,A
14113,6,11.33,9.38,6.16,F
15876,8,7.84,7.37,5.67,E
14000,6,13.79,8.51,14.17,B
13692,7,6.59,10.43,5.35,D
1442,14,8.63,7.32,13.05,C
9926,9,5.12,9.8,12.28,C
11132,12,9.55,8.75,12.73,C
18657,8,9.74,13.49,11.63,F
4570,12,8.9,11.23,13.89,C
6470,13,6.94,11.35,9.38,A
1856,11,5.53,9.04,11.45,C
10817,15,8.08,8.17,9.41,A
15936,14,7.67,8.86,9.85,A
11397,7,14.51,14.13,13.68,F
5595,6,14.76,13.94,10.14,F
18943,6,14.13,14.99,10.59,F
17211,12,5.63,14.03,5.51,A
15295,11,10.85,10.58,5.56,D
14961,14,6.26,10.25,5.68,A
7507,5,13.18,11.73,12.77,B
7814,7,13.75,5.32,11.22,B
14946,9,7.32,5.49,11.32,E
17395,9,6.38,14.06,14.89,D
1952,11,9.09,8.13,9.19,C
8996,15,6.43,8.1,12.61,A
1443,15,6.58,10.64,8.34,A
12676,14,10.5,10.94,7.76,A
8921,11,8.94,12.14,12.0,D
5891,11,11.9,12.57,6.38,D
9555,6,6.89,14.92,12.32,F
8252,6,10.51,14.97,8.2,F
6325,13,14.7,14.84,5.77,D
2928,9,6.35,9.15,10.02,D
1757,12,12.26,7.8,10.28,E
13185,15,11.42,5.64,6.15,C
8792,11,14.72,8.64,14.4,E
7645,9,10.3,13.41,9.55,D
12718,5,10.83,8.46,6.05,B
19798,8,14.92,7.67,8.85,B
8524,9,11.89,8.2,10.64,E
10563,8,14.19,14.68,14.47,F
2901,8,14.41,11.12,6.75,F
1181,13,7.95,8.57,9.2,A
2117,14,10.0,9.79,5.47,A
13240,5,7.16,7.15,10.76,B
16636,14,6.15,11.75,14.29,A
15993,10,8.91,6.24,9.96,E
5120,15,11.23,14.26,11.16,A
8996,13,7.08,11.28,11.35,A
10369,8,13.8,6.9,5.04,B
16135,14,9.04,6.03,11.21,C
874,6,12.84,13.81,9.5,F
19390,12,9.87,11.14,9.51,D
14821,12,10.3,9.03,8.41,C
2443,8,14.23,11.09,14.05,B
13139,7,6.78,11.62,8.44,D
9465,6,7.62,9.18,10.74,F
2796,14,5.38,10.39,13.18,A
7567,9,13.62,14.87,14.08,F
6933,8,11.09,7.88,5.02,F
13456,10,14.54,6.7,13.51,B
18065,11,11.37,7.15,7.76,E
13129,5,10.54,6.44,7.01,B
4488,13,14.22,6.54,8.69,E
10977,14,14.11,8.48,13.8,C
3310,6,10.17,13.81,14.89,F
9229,11,6.81,11.29,12.15,C
4952,12,9.85,13.03,5.51,D
7740,8,5.87,5.62,5.19,E
8605,10,12.02,6.78,14.14,E
16302,8,9.89,11.15,7.31,F
6701,15,9.44,11.72,12.32,A
1287,11,10.18,11.02,11.41,D
4595,6,13.43,5.82,8.42,B
10685,10,11.32,5.73,7.92,E
10576,6,8.27,11.71,10.72,F
7596,6,6.28,5.91,5.78,E
16849,14,10.38,6.31,9.6,C
9893,11,8.14,11.59,11.14,D
10376,6,13.3,12.91,8.39,F
1183,15,13.49,7.59,5.33,C
16568,10,12.48,6.24,11.85,E
5219,14,13.26,6.41,10.74,C
14906,11,14.86,7.7,9.65,E
5732,7,11.96,12.68,12.1,F
18307,13,7.96,9.45,11.37,A
10840,6,8.46,8.26,7.21,F
15654,13,7.68,12.72,14.82,A
13952,10,11.11,13.32,9.51,D
14612,13,13.28,13.39,7.05,D
8668,13,12.14,5.27,10.63,E
18485,9,8.33,5.0,8.62,E
18708,14,5.37,9.73,13.42,A
6119,7,11.74,6.83,14.28,B
5508,8,11.06,8.04,9.06,E
13933,10,10.63,9.15,14.3,E
7153,14,5.84,12.29,5.59,A
9884,9,8.37,14.54,14.45,D
2001,11,7.73,9.06,7.47,C
